titulo	direccion	precio	Baños	Piso de duela	Armarios empotrados	Roof Garden	Totalmente cercado	Estacionamientos	Estacionamiento techado	Construidos (m²)	Nivel	Mantenimiento	Habitaciones (en total)	Superficie construida (m²)	Amueblado	Recámaras	Jardín	Internet de banda ancha disponible	Estacionamiento vigilado	Calefacción	Disponible desde	Balcón	Acceso a TV de paga	Patio	Garaje	Jacuzzi	Estudio	Piso de loseta	Sistema de alarma	Cancha de tenis	Cocina Equipada	Cuarto de servicio	Gimnasio	Estacionamiento abierto	Área de juegos infantiles	Construido (Año)	Aire acondicionado	Condiciones de Precio	Terraza	Área de entretenimiento al aire libre	Estacionamiento para Visitas	Intercomunicador	Chimenea	Terreno (m²)	Alberca
QUINTA EN VENTA EN LOS RODRIGUEZ, SANTIAGO, NUEVO LEÓN	Los Rodriguez, Santiago	$ 23,800,000	6		True			10		1580					No	8	True	True		True	23/01/23	True	True			True	True					True					True		True					5000	True
Hermosa Quinta en el Barrial, Santiago, N. L.	El Barrial, Santiago	$ 11,000,000	4					10		250						2																												1405	
Venta de Quinta en el Barrial, Stgo NL	El Barrial, Santiago	$ 11,000,000	2					10		251						2																												1405	
Quinta en VENTA Residencial El Barrial	El Barrial, Santiago	$ 11,000,000	2					4		251						2																				2015								1405	
Casa en venta Valle Dorado, Allende N.L	Santiago Centro, Santiago	$ 9,300,000	4					2		348						4																				2007								998	
CASA EN  PRE VENTA FRACC. ALAMO SUR  4to SECTOR SANTIAGO N.L.	Las Margaritas, Santiago	$ 4,040,000	3					2		225						3																												224	
Casa de Super Lujo en Venta en Santiago Pueblo Magico	Santiago Centro, Santiago	$ 23,000,000	5					4		800						4																												750	
CASA EN VENTA EN EL YERBANIZ	Yerbaniz, Santiago	$ 19,200,000	5					6		600						4																				2023								750	
CASA EN VENTA AMORADA RESIDENCIAL ZONA CARRETERA NACIONAL SANTIAGO	Santiago Centro, Santiago	$ 6,750,000	3							350						3																												250	
CASA EN  PRE VENTA FRACC. ALAMO SUR  4to SECTOR SANTIAGO N.L.	Las Margaritas, Santiago	$ 4,050,000	3					2		225						3																												223	
CASA EN VENTA BOSQUES DE LAS MISIONES ZONA CARRETERA NACIONAL SANTIAGO	Las Misiones, Santiago	$ 9,500,000	5							422						3																												300	
Hermosa casa en Cumbres de Santiago, N. L.	Santiago Centro, Santiago	$ 4,400,000	4					2		250						3																												200	
Residencia en venta colonia Bosques de las misiones zona Carretera Nacional	Santiago	$ 7,600,000	4		True			3	True	384					No	3	True	True													True	True					True							300	
Preventa Casa, Bosques de las Misiones, Sector Reserva.	Las Misiones, Santiago	$ 8,850,000	3					3		450						3																												307	
QUINTA EN VENTA LAS MARGARITAS	Las Margaritas, Santiago	$ 4,990,000	3					6		270						3																												500	
CASA EN VENTA LOS OLIVOS RESIDENCIAL ZONA CARRETERA NACIONAL SANTIAGO	El Barro, Santiago	$ 11,500,000	3							529						3																												300	
Terreno en venta Bosques de las Misiones Sector Encino, Santiago N.L.	Las Misiones, Santiago	$ 9,500,000																																										311	
Casa en venta Álamo Sur, Santiago N.L.	San Pedro El Álamo, Santiago	$ 5,950,000	3					2		388						3																												280	
Venta de Casa  Mitica Residencial zona Carretera Nacional (Preventa)	Santiago	$ 7,040,000	4					3		298					No	3		True														True												200	
CASA EN  PRE VENTA FRACC. ALAMO SUR  4to SECTOR SANTIAGO N.L.	Las Margaritas, Santiago	$ 3,980,000	3					2		225						3																												213	
Venta casa  Mítica Residencial zona Carretera Nacional (PREVENTA)	Santiago	$ 7,500,000	5					2		340					No	3	True	True					True									True				2022	True							239	True
TERRENO  QUINTA EN VENTA CARRETERA NACIONAL EL RANCHITO	El Ranchito, Santiago	$ 22,680,000																																										12600	
Casa en venta en Mitica, Carretera Nacional, N.L	El Barro, Santiago	$ 8,300,000	4					2		345						3																													
Casa Ideal cerca del Cercado, Santiago Nuevo León	El Cercado Centro, Santiago	$ 6,450,000	3					3		300						3																												355	
CASA EN VENTA EN BOSQUES DE LAS MISIONES CARRETERA NACIONAL	Las Misiones, Santiago	$ 8,700,000	7					3	True	420					No	4	True		True			True	True	True			True					True			True						True			300	True
QUINTA EN VENTA EL BARRIAL	El Barrial, Santiago	$ 25,000,000								875																																		2625	
Casa en venta en MITICA RESIDENCIAL de 3 recámaras	El Barro, Santiago	$ 7,850,000	4							220						3																													
Casa en Venta, Santiago, Nuevo León	Santiago Centro, Santiago	$ 4,300,000	3					3		280						3																												200	
Casa en Venta Amorada Residencial	El Barrial, Santiago	$ 7,700,000	4					2		300						4			True												True				True						True			300	True
CASA EN VENTA AMORADA 3er. SECTOR	El Barrial, Santiago	$ 6,750,000	3		True		True	2	True	350						3	True					True		True			True				True	True		True	True		True		True	True	True			250	True
Casa - El Ranchito	El Ranchito, Santiago	$ 7,000,000	3							350						3																												250	
CARRETERA NACIONAL CASA EN PREVENTA FRACC. BOSQUES DE LAS MISIONES SECTOR ENCINO	Las Misiones, Santiago	$ 10,270,000	4					3		410						4																												349	
Casa en Venta en Amorada Residencial, Carretera Nacional	Santiago Centro, Santiago	$ 7,150,000	5					3		300						3																												289	
Casa en Venta en Las Misiones, Carretera Nacional	Las Misiones, Santiago	$ 33,000,000	3					3		621						3																				2008								1210	
CASA EN PREVENTA CARRETERA NACIONAL	Las Misiones, Santiago	$ 7,500,000	3					3		407						3																												311	
CASA NUEVA EN SANTIAGO FRACC ALAMO SUR	San Pedro El Álamo, Santiago	$ 4,600,000	1					2		257						3																				2023								202	
Casa - Santiago	Santiago Centro, Santiago	$ 3,400,000								278																																		290	
CASA EN VENTA CUMBRES DE SANTIAGO	Jardines de Santiago, Santiago	$ 4,800,000	3					3		264						3																												200	
VL VENTA DE CASA EN COLONIA EQUINOCCIO EN SANTIAGO	Santiago Centro, Santiago	$ 7,990,000	3					2		365						3																				2018								410	
CASA EN VENTA BOSQUES DE LAS MISIONES ZONA CARRETERA NACIONAL SANTIAGO	Las Misiones, Santiago	$ 8,850,000	3							380						3																												300	
AS VENTA DE CASA NUEVA EN ESQUINA EN SANTIAGO	Pedregal de Santiago , Santiago	$ 5,450,000	3					2		316						4																				2023								257	
Casa en  Altares Residencial Santiago	El Cercado Centro, Santiago	$ 5,190,000	3							225						3																												202	
CASA  VENTA BOSQUES MISIONES (RESERVA)	Las Misiones, Santiago	$ 9,850,000	4					3		450						3																												300	
CASA EN VENTA BOSQUES DE LAS MISIONES ZONA CARRETERA NACIONAL SANTIAGO	Las Misiones, Santiago	$ 8,990,000	5							420						4																												300	
CASA EN PREVENTA MANDALAS CARRETERA NACIONAL	Yerbaniz, Santiago	$ 9,400,000	3					3		348						3																												300	
Preventa de casa en Carretera Nacional	Huajuquito, Santiago	$ 6,290,000	3					2		260						3																												211	
VENTA  CASA  LOS CAVAZOS	Valles de Santiago, Santiago	$ 4,990,000	3							214						3																												204	
VENTA CASA LOS CAVAZOS	Valles de Santiago, Santiago	$ 6,290,000	3							211						3																												260	
VENTA  CASA  OLIVOS	Santiago Centro, Santiago	$ 10,500,000	3					3		419						3																												300	
VENTA CASA AMORADA	Santiago Centro, Santiago	$ 7,995,000	3					2		365						3																												265	
CASA  VENTA BOSQUES MISIONES (RESERVA)	Las Misiones, Santiago	$ 9,650,000	4					3		450						3																												300	
CASA EN PREVENTA LOS OLIVOS RESIDENCIAL	El Barro, Santiago	$ 10,990,000	3					3		370						3																												374	
CASA VENTA  ALTARES RESIDENCIAL MONTERREY N.L.	Condado de Asturias, Santiago	$ 5,190,000	3					2		225						3																												202	
CASA  VENTA  SANTIAGO  NL	San Francisco, Santiago	$ 9,500,000	3					3		338						3																												540	
CASA VENTA ALAMO SUR CARRETERA NACIONAL SANTIAGO N.L	Santiago Centro, Santiago	$ 4,400,000	3					2		218						3																												239	
PRO5561 Casas en Venta, Altares Residencial en Santiago	Valles de Santiago, Santiago	$ 5,190,000	3					2		225						3																												201	
CASA EN VENTA MITICA	El Barro, Santiago	$ 9,000,000	4													3																												205	
Casa en Venta en Los Franciscanos, Carretera Nacional	Santiago Centro, Santiago	$ 9,950,000	3					3		550						3																												472	
Casa en Venta en Amorada Residencial, Carretera Nacional	Santiago Centro, Santiago	$ 8,199,000	5					3		365						4																												250	
VENTA RESIDENCIA EN SANTIAGO, NL.	Santiago Centro, Santiago	$ 9,800,000	4					4		342						4																												998	
Casa en Proyecto en Amorada Residencial	Santiago Centro, Santiago	$ 6,800,000	3					2		290						3																												265	
CASA EN VENTA FRACC MITICA CARRETERA NACIONAL	Santiago Centro, Santiago	$ 8,250,000	3					2		309						3																												206	
Casa en Venta en Alamosur, Santiago, N.L.	Santiago Centro, Santiago	$ 3,940,000	3					2		225						3																												223	
Casa en Venta Col. Altares Residencial Santiago N.L.	Valles de Santiago, Santiago	$ 5,190,000	3					2		225						3																												202	
CASA VENTA BOSQUE RESIDENCIAL	Santiago Centro, Santiago	$ 8,650,000	3					2		286						2																				2018								375	
CASA EN VENTA AMORADA	Santiago Centro, Santiago	$ 6,750,000	4					2		350						3																												250	
CASA EN VENTA EN MITICA	Santiago Centro, Santiago	$ 8,700,000	6					3		430						3																												249	
CASA EN VENTA EN AMORADA	Santiago Centro, Santiago	$ 7,500,000	3					2		360						3																												256	
CASA EN VENTA MITICA RESIDENCAL	Santiago Centro, Santiago	$ 7,900,000	3					2		300						3																												200	
CASA EN VENTA AMORADA RESIDENCIAL ZONA CARRETERA NACIONAL SANTIAGO	Santiago Centro, Santiago	$ 7,200,000	3							305						3																												250	
CARRETERA NACIONAL CASA NUEVA EN VENTA EN BOSQUES DE LAS MISIONES SECTOR ENCINO.	Las Misiones, Santiago	$ 9,100,000	4					3		380						3																												303	
CARRETERA NACIONAL CASA EN PREVENTA, EN ALTARES RESIDENCIAL, SANTIAGO, N.L.	Condado de Asturias, Santiago	$ 6,395,000	3					3		260						3																												200	
VENTA  CASA  LOS CAVAZOS	Valles de Santiago, Santiago	$ 5,190,000	3							254						3																												200	
CASA EN PREVENTA EN SANTA ISABEL	El Barro, Santiago	$ 9,290,000	4					3		347						3																												288	
CASA  VENTA  SANTIAGO  NL	San Francisco, Santiago	$ 10,500,000	3					3		368						3																												540	
casa en venta amorada en Santiago	Santiago Centro, Santiago	$ 6,700,000	3					2		245						3																												250	
Casa en Venta en Fraccionamiento Altares, Carretera Nacional	Huajuquito, Santiago	$ 5,190,000	35							225						3																												202	
Casa en  venta Cumbres de Santiago Carretera Nacional	Santiago Centro, Santiago	$ 4,600,000	4													3																													
Casa en  Venta Bosques de las Misiones	Las Misiones, Santiago	$ 8,990,000								420						4																												300	
Residencia en Venta en Mítica	Santiago Centro, Santiago	$ 9,500,000	4					3		340						3																												205	
Casa en Preventa en Catujanes, Zona Carretera Nacional	Santiago Centro, Santiago	$ 13,700,000	5					2		420						4																												360	
Casa en Venta en Bosques de Misiones, Santiago, N.L.	Las Misiones, Santiago	$ 8,990,000	4					3		420						4																												300	
Casa en Venta en Alamosur, Santiago, N.L.	Santiago Centro, Santiago	$ 3,850,000	3					2		225						3																												206	
Casa en Preventa Campestre Las Margaritas	Las Margaritas, Santiago	$ 6,500,000	5							283						3																												500	
Casa en Venta en Altares	Valles de Santiago, Santiago	$ 6,290,000	3					3		260						3																												211	
CASA EN VENTA FRACC MITICA CARRETERA NACIONAL	Santiago Centro, Santiago	$ 8,250,000	3					2		320						3																												312	
CASA EN VENTA FRACC MITICA CARRETERA NACIONAL	Santiago Centro, Santiago	$ 8,250,000	3					2		320						3																												342	
MY VENTA DE CASA NUEVA EN CARRETERA NACIONAL	Las Misiones, Santiago	$ 9,500,000	5					3		340						3																				2023								205	
CASA EN VENTA EN EL ALAMO	Santiago Centro, Santiago	$ 6,750,000	4					3		291						4																												265	
CASA EN VENTA SANTIAGO	Valles de Santiago, Santiago	$ 5,190,000	3					2		225						3																												202	
CASA EN VENTA BOSQUES DE LAS MISIONES ZONA CARRETERA NACIONAL SANTIAGO	Las Misiones, Santiago	$ 10,500,000	3							356						3																												411	
CASA EN VENTA COLONIA MITICA ZONA CARRETERA NACIONAL SANTIAGO	Santiago Centro, Santiago	$ 9,250,000	3							330						3																												320	
CASA EN VENTA MITICA ZONA CARRETERA NACIONAL SANTIAGO	Santiago Centro, Santiago	$ 9,250,000	2							325						3																												206	
CasasenVentaenBosque de San Pedro	San Pedro, Santiago	$ 4,900,000	5							249						4																												200	
VENTA CASA AMORADA	Santiago Centro, Santiago	$ 7,850,000	3					2		350						3																												250	
VENTA CASA  CARRETERA  BARRIAL	El Barrial, Santiago	$ 6,988,000	3					2		350						3																												250	
CASA EN PREVENTA EN OLIVOS RESIDENCIAL	El Barro, Santiago	$ 12,400,000	4					3		386						3																												401	
VENTA CASA LOS OLIVOS	Santiago Centro, Santiago	$ 11,500,000	4					3		452						3																												300	
CASA VENTA   LOS OLIVOS	Santiago Centro, Santiago	$ 11,700,000	3					3		380						3																												402	
Casa en VENTA para estrenar Priv Alamo Sur Carr Nacional en Santiago NL	Piedra de Fierro, Santiago	$ 4,050,000	3					2		252						3																												212	
Casa en venta apra estrenar zona carr nacional fracc privado Alamo Sur Santiago	Piedra de Fierro, Santiago	$ 5,590,000	3					2		306						3																												319	
CASA EN VENTA DALIA RESIDENCIAL YERBANIZ SANTIAGO	Yerbaniz, Santiago	$ 5,800,000	4													3																												214	
CASA VENTA LOS OLIVOS CARRETERA NACIONAL SANTIAGO N.L.	Santiago Centro, Santiago	$ 11,700,000	3					3		380						3																												402	
Casa en Venta en Fracc. Altares Residencial, Zona de Los Cavazos	Huajuquito, Santiago	$ 4,900,000	3					2		225						3																												200	
Casa en VENTA en AMORADA 4 Sector, Carr. Nacional	Santiago Centro, Santiago	$ 6,750,000	3					3		350						3																												250	
Casa en Venta con Local Comercial en El Yerbaniz	Yerbaniz, Santiago	$ 12,000,000	4					4								3																												900	
Casa en Fracc. ALTARES RESIDENCIAL, Santiago NL, Carretera Nacional	Valles de Santiago, Santiago	$ 5,190,000	3					2		225						3																												202	
Casa en Venta en Alamosur, Santiago, N.L.	Santiago Centro, Santiago	$ 3,890,000	3					2		225						3																												213	
CASA EN VENTA EN BOSQUES DE SAN PEDRO, ÁLAMO	San Pedro, Santiago	$ 6,200,000	3					2		34957						3																				2012								20420	
CASA EN VENTA EN SANTIAGO	Condado de Asturias, Santiago	$ 11,500,000	3					6		555						4																												1100	
VL VENTA DE CASA EN SANTIAGO PRIVADA	Santiago Centro, Santiago	$ 5,690,000	3					2		254						3																				2023								200	
VL CASA EN VENTA CARRETERA NACIONAL, LOS CAVAZOS.	Valles de Santiago, Santiago	$ 4,990,000	3					2		225						3																				2023								202	
VL VENTA DE CASA EN CARRETERA NACIONAL	Valles de Santiago, Santiago	$ 5,690,000	3					2		278						3																				2023								200	
CASA EN VENTA EN AMORADA RESIDENCIAL	Santiago Centro, Santiago	$ 7,300,000	3					3		356						3																												281	
CASA EN VENTA EN AMORADA	Santiago Centro, Santiago	$ 7,400,000	4					2		340						3																												282	
CASA NUEVA EN VENTA EL PUEBLITO SANTIAGO	Santiago Centro, Santiago	$ 9,900,000	3					3		462						3																												377	
CASA EN VENTA EN ALTARES RESIDENCIAL	Valles de Santiago, Santiago	$ 4,990,000	4					2		225						3																												200	
CASA VENTA CUMBRES DE SANTIAGO CARRETERA NACIONAL SANTIAGO N.L.	Santiago Centro, Santiago	$ 4,980,000	2					2		260						3																												200	
CASA VENTA BOSQUE DE SAN PEDRO CARRETERA NACIONAL SANTIAG N.L.	San Pedro, Santiago	$ 4,480,000	2					2		230						3																												200	
CasasenVentaenSan Pedro	San Pedro, Santiago	$ 4,400,000	3							220						3																												200	
CARRETERA NACIONAL CASA NUEVA EN VENTA, BOSQUES DE LAS MISIONES SECTOR ENCINO.	Las Misiones, Santiago	$ 10,500,000	5					3		419						4																												305	
CASA VENTA  CARRETERA NACIONAL AMORADA 4TO SECTOR  SANTIAGO N.L.	Santiago Centro, Santiago	$ 7,500,000	3					2		300						3																												257	
VENTA CASA LOS CAVAZOS	Valles de Santiago, Santiago	$ 5,990,000	3							211						3																												260	
CASA VENTA BOSQUE RESIDENCIAL	Santiago Centro, Santiago	$ 15,300,000	3					4		513						3																				2010								706	
CASA  VENTA BOSQUES MISIONES RESERVA	Las Misiones, Santiago	$ 10,500,000	4					3		356						3																												411	
VENTA  CASA ALAMO SUR SANTIAGO  NL	Santiago Centro, Santiago	$ 6,750,000	3					2		295						3																												265	
casa en venta en amorada santiago	Santiago Centro, Santiago	$ 7,050,000	4					3		300						3																												289	
PRO5562 Casas en Venta, Altares Residencial en Santiago	Valles de Santiago, Santiago	$ 5,190,000	3					2		225						3																												201	
PRO5569 Quintas en Venta, Carretera San Mateo en Santiago	Jardines de Santiago, Santiago	$ 6,000,000	3													3																												2100	
MITICA RESIDENCIAL	Santiago Centro, Santiago	$ 6,750,000	4					2		272						3																												204	
Casa en venta en Amorada Residencial	Santiago Centro, Santiago	$ 6,600,000	4					2		290						3																												267	
CASA EN VENTA MITICA CARRETERA NACIONAL	Santiago Centro, Santiago	$ 8,250,000	4													3																												250	
Casa en Venta Bosque Residencial	Santiago Centro, Santiago	$ 9,450,000	5													3																												467	
Casa en Venta en Los Cavazos, Carretera Nacional	Huajuquito, Santiago	$ 4,490,000	3							214						3																												200	
Casa en Venta en Amorada Residencial, Carretera Nacional	Santiago Centro, Santiago	$ 5,500,000	1					2		211						1																												319	
Residencia en Venta en Col. Los Olivos	Santiago Centro, Santiago	$ 11,500,000	5					3		529						3																												300	
Casa en Venta en Los Olivos Residencial, Zona El Barro	Santiago Centro, Santiago	$ 12,400,000	3					3		386						3																												401	
Casa en Venta en Alamosur, Santiago, N.L.	Santiago Centro, Santiago	$ 3,750,000	2					2		199						3																												215	
CASA EN PRE-VENTA EN SANTIAGO	Santiago Centro, Santiago	$ 4,500,000	3					2		250						3																												201	
CASA NUEVA EN VENTA CARRETERA NACIONAL	Valles de Santiago, Santiago	$ 6,300,000	4					2		255						4																				2023								207	
CASA EN VENTA EN AMORADA	Santiago Centro, Santiago	$ 6,750,000	4					3		350						3																												250	
CASA EN VENTA EN SANTIAGO BOSQUES DE SAN PEDRO	San Pedro, Santiago	$ 4,480,000	3					2		230						3																												200	
CASA EN VENTA EN BOSQUES DE LAS MISIONES	Las Misiones, Santiago	$ 10,500,000	5					3		410						4																				2023								349	
QUINTA EN VENTA   EN SANTIAGO, N.L.	San Pedro El Álamo, Santiago	$ 19,000,000	3					10		300						5																				2010								49000	
CASA DE 1 PISO PREVENTA ALAMO SUR CARRETERA NACIONAL SANTIAGO N.L.	Santiago Centro, Santiago	$ 3,650,000	2													3																													
CASA EN VENTA AMORADA RESIDENCIAL ZONA CARRETERA NACIONAL SANTIAGO	Santiago Centro, Santiago	$ 7,900,000	3							365						3																												250	
CASA EN VENTA AMORADA RESIDENCIAL ZONA CARRETERA NACIONAL SANTIAGO	Santiago Centro, Santiago	$ 6,800,000	3							290																																		267	
Venta de Casa en Huajuquito	Huajuquito, Santiago	$ 7,500,000	3					3		275						3																												745	
CASA PREVENTA  ALAMO SUR CARRETERA NACIONAL SANTIAGO N.L.	San Pedro El Álamo, Santiago	$ 3,850,000	3					2		216						3																												202	
VENTA  CASA  LOS CAVAZOS	Valles de Santiago, Santiago	$ 6,190,000	3							212						3																												283	
CASA EN PREVENTA EN OLIVOS RESIDENCIAL	El Barro, Santiago	$ 10,700,000	5					3		429						3																												300	
CARRETERA NACIONAL CASA EN PREVENTA FRACC. BOSQUES DE LAS MISIONES SECTOR ENCINO	Las Misiones, Santiago	$ 8,750,000	3					2		372						3																												300	
CASAS EN VENTA ALTARES RESIDENCIAL SANTIAGO	Santiago Centro, Santiago	$ 4,990,000	3													3																												200	
Casa en Venta en Bosques de San Pedro, Santiago, N.L.	San Pedro, Santiago	$ 5,200,000	3					3		283						3																												200	
Casa en Preventa en El Pueblito, Santiago, N.L.	Santiago Centro, Santiago	$ 24,500,000	5					3		644						4																												850	
Casa en Venta en Altares Residencial, Santiago, N.L.	Valles de Santiago, Santiago	$ 5,190,000	3					2		225						3																												202	
Casa en Venta en Bosques residencial. Sector Palermo, El barrial	El Barrial, Santiago	$ 8,500,000	4					2		365						2																				2020								325	
Casa en Venta en Alamosur, Santiago, N.L.	Santiago Centro, Santiago	$ 3,940,000	3					2		225						3																												224	
Casa en Venta en Alamosur, Santiago, N.L.	Santiago Centro, Santiago	$ 3,950,000	3					2		225						3																												224	
Casa en Venta en Altares	Valles de Santiago, Santiago	$ 5,990,000	3					3		240						3																												211	
Casa en venta Yerbaniz	Yerbaniz, Santiago	$ 8,400,000	5					6		500						3																												670	
Casa en venta Amorada	Santiago Centro, Santiago	$ 5,990,000	3							260						3																												280	
CASA EN VENTA EN CARRETERA NACIONAL	Santiago Centro, Santiago	$ 11,500,000	3					3		380						3																												328	
MY CASA EN VENTA, LOS OLIVOS, SANTIAGO NL.	Santiago Centro, Santiago	$ 11,500,000	6					3		529						3																				2023								300	
CasasenVentaenCieneguilla	Cieneguilla, Santiago	$ 9,000,000	3							777						3																												1428	
Casa con alberca en Santiago N.L.	San Pedro El Álamo, Santiago	$ 5,200,000	3					2	True	305						3	True				22/06/22				True			True			True													239	True
venta de casa de campo en carretera nacional	Santiago Centro, Santiago	$ 38,000,000	6							2500						3																												6000	
A.S VENTA DE CASA NUEVA EN SANTIAGO	Pedregal de Santiago , Santiago	$ 5,200,000	4					2		305						4																				2023								253	
Casa en venta Amorada 3er. Sector, Santiago N.L.	Santiago Centro, Santiago	$ 7,100,000	3					3		300						3																												289	
CasasenVentaenCondado de Asturias	Condado de Asturias, Santiago	$ 12,000,000	3							380						3																												1100	
Residencia en Santiago en campestre privado	Santiago Centro, Santiago	$ 4,990,000	1					6		250						2																												500	
Casa en Bosques de San Pedro Santiago Carretera Nacional	San Pedro, Santiago	$ 4,690,000	2					2		237						3																												210	
Casa en Venta Altares Residencial	Santiago	$ 4,890,000	3					2	True	225					No	3		True	True	True			True								True	True		True	True		True				True			200	True
CASA EN VENTA EN EL CLUB NAUTICO PUNTA LA BOCA ZONA SANTIAGO	Punta La Boca, Santiago	$ 11,000,000	4							430						3																												315	
Venta casa en Privada Alya Residencial El Barro	Valles de Santiago, Santiago	$ 5,500,000	6					2		265						4																												152	
CASA EN VENTA por cieneguilla RINCON DE SANTIAGO NUEVO LEON	Cieneguilla, Santiago	$ 4,100,000	3							253						3																												200	
Quinta en Villa de Santiago, Nuevo Leon	San Francisco, Santiago	$ 10,500,000								450						2																												1564	
QUINTA EN VENTA LOS CAVAZOS SANTIAGO NL CARRETERA NACIONAL $16,900,000	Huajuquito, Santiago	$ 16,900,000	6							1028						3																												9544	
Proyecto Alviento residencial, zona carretera Nacional.	Villa de Santiago, Santiago	$ 4,500,000	3.5			True	True	2	True	235						3	True		True			True		True										True	True				True	True	True			300	True
Casa en Venta Bosques de Las Misiones	Santiago	$ 9,300,000	4					3	True	420					No	4			True				True									True			True		True				True			300	
Casa En Venta con Alberca, Alamo sur	San Pedro El Álamo, Santiago	$ 5,200,000	3					2	True	305						3	True		True				True	True							True				True		True			True				240	True
Amplia Casa en Venta Mítica Residencial, Santiago, Nuevo León	Santiago Centro, Santiago	$ 9,500,000	6					3		340						3																												205	
Casa Campestre en Venta en Zona Carretera Nacional en Monterrey Nuevo Leon	Yerbaniz, Santiago	$ 21,000,000	4	True			True	16		2933					No	1	True			True			True	True		True		True			True			True	True		True			True	True	True		320	True
Casa en Venta en Bosque Residencial Santiago Nuevo Leon	Santiago Centro, Santiago	$ 9,450,000	4							580						3																												467	
QUINTA EN VENTA EN CAMPESTRE SIERRA VISTA SANTIAGO	La Boca, Santiago	$ 7,000,000	3					5		615						4																												2970	
Casa en Venta en Las Misiones Club de Golf	Las Misiones, Santiago	$ 28,000,000	4					4		1000						4																												1600	
VL PROYECTO CON PREVENTA ALAMO SUR, SANTIAGO N.L.	San Pedro El Álamo, Santiago	$ 3,800,000	4					2		258						3																				2023								252	
QUINTA EN VENTA EN LOS RODRIGUEZ	Los Rodriguez, Santiago	$ 4,900,000	2													2																												450	
Casa - Las Misiones	Las Misiones, Santiago	$ 31,000,000	5							800						4																												1200	
PRO1453 Casas en Venta, Las Misiones en Santiago	Las Misiones, Santiago	$ 27,900,000	7					6		771						3																												1350	
Casa en Venta Alamo sur ( Santiago, Nuevo Leon )	San Pedro El Álamo, Santiago	$ 4,450,000	3					2	True	250						3				True			True														True				True			257	
Casa nueva semi equipada Alamo Sur	San Pedro El Álamo, Santiago	$ 4,090,000	3					3	True	207			6			3	True				16/06/22	True		True	True			True							True									200	True
CASA VENTA EN MITICA CARRETERA NACIONAL	El Barro, Santiago	$ 7,700,000	3							340						3																												239	
QUINTA EN VENTA (HACIENDA EQUIPADA)	Los Cavazos, Santiago	$ 9,000,000	4		True		True	6		400						4	True	True	True				True	True		True	True	True			True	True		True	True		True		True	True	True		True	1866	True
CASA EN VENTA CARRETERA NACIONAL SANTIAGO NUEVO LEON	Santiago Centro, Santiago	$ 7,000,000	3					2		350						3																												250	
Casa Nueva Venta Bosques de Las Misiones Hab planta baja, Santiago	Santiago Centro, Santiago	$ 9,300,000	5					3		436						4																												301	
CASA EN VENTA LAS MISIONES ZONA CARRETERA NACIONAL SANTIAGO	Las Misiones, Santiago	$ 32,000,000	4							1156						4																												1614	
CASA VENTA EN SANTIAGO PUNTA LA BOCA	Punta La Boca, Santiago	$ 11,000,000	3							430						3																												315	
CASA EN VENTA EN CARRETERA NACIONAL CON RECAMARA EN PLANTA BAJA	Santiago Centro, Santiago	$ 6,300,000	3							280						4																												250	
Casa Preventa Fracc. Álamo Sur, Carretera Nacional.	Santiago	$ 3,400,000	3.5					2		200						3																												201	
Venta de casa por el Barro	El Barro, Santiago	$ 6,100,000	3					2		370						4																												235	
CASA  VENTA BOSQUES MISIONES (ENCINO )	Las Misiones, Santiago	$ 9,100,000	4					3		380						3																												303	
CASA EN VENTA CARRETERA NACIONAL	Los Rodriguez, Santiago	$ 4,950,000	4.5					2	True	248					No	3	True				01/12/22							True							True					True				200	
Casa en venta Amorada Residencial al Sur de Monterrey	Santiago Centro, Santiago	$ 7,900,000	5					3		365						4																												250	
Quinta en Venta en Huajuquito los Cavazos, Santiago Nuevo Leon	Huajuquito, Santiago	$ 14,000,000	3							487						3																												5080	
Casas Venta Guaxuco Residencial en Los Rodríguez en Santiago	Santiago Centro, Santiago	$ 4,985,000	3					2		249						3																												200	
Quinta en  Venta en San Francisco, Santiago, N. L.	San Francisco, Santiago	$ 4,000,000								300						3																												500	
Casa Venta en Col. Bosques de San José, Santiago, Nuevo León	Bosques de San José, Santiago	$ 5,650,000	3					2		255						3																												330	
A.S Casa nueva en venta en Santiago, NL	Pedregal de Santiago , Santiago	$ 5,350,000	4					2		313						4																				2023								257	
Casa En Venta Alamo Sur en Esquina, Santiago, Nuevo Leon	San Pedro El Álamo, Santiago	$ 5,500,000	3					2	True	300						3			True	True							True				True	True					True							265	
CASA EN VENTA ZONA CARRETERA NACIONAL SANTIAGO NUEVO LEON	Santiago Centro, Santiago	$ 6,850,000	3					2		340						3																												270	
Casa en venta La Villa De Santiago al Sur de Monterrey	Santiago Centro, Santiago	$ 7,499,000	2					1		264						3																				2001								190	
Casa - El Ranchito	El Ranchito, Santiago	$ 8,650,000	3							365						3																												401	
Casa en Venta Santiago NL (GLA)	Santiago Centro, Santiago	$ 5,775,000	3					2		289						4																												251	
Casa en venta  Amorada, Carretera Nacional	Santiago Centro, Santiago	$ 10,500,000	5					3		650						5																				2021								385	
Casa en Venta en Alamo Sur, Santiago Nuevo León	Santiago Centro, Santiago	$ 6,750,000	5					2		291						3																												269	
CASA EN VENTA CUMBRES DE SANTIAGO ZONA CARRETERA NACIONAL SANTIAGO	San Pedro El Álamo, Santiago	$ 4,400,000	3							247						3																												200	
